"symbol","date","open","high","low","close","volume","adjusted","gap_type","gap_size","range","dailyReturns","adjustedDailyReturns","relativeVolume","weekday","month"
"PPG","1996-01-02","22.625","23.3125","22.625","23.1875","560400","12.093741","NONE","0","0.0303867403314917","0.0248618784530387","-0.0170688060997656","0","2","NA"
"PPG","1996-01-03","23.25","23.8125","23.25","23.8125","739600","12.419716","NONE","0","0.0241935483870968","0.0241935483870968","-0.0232430110858373","0.3197715917202","3","NA"
"PPG","1996-01-04","23.8125","23.8125","23.3125","23.4375","875600","12.224135","NONE","0","0.0214477211796247","-0.015748031496063","0.00992173432356583","0.18388318009735","4","NA"
"PPG","1996-01-05","23.375","23.625","23.3125","23.375","617600","12.191532","NONE","0","0.0134048257372654","0","-0.00160270354665305","-0.294655093650069","5","NA"
"PPG","1996-01-08","23.3125","23.4375","23.25","23.375","104800","12.191532","NONE","0","0.00806451612903226","0.00268096514745308","0.000156673187537357","-0.830310880829015","1","NA"
"PPG","1996-01-09","23.4375","23.5625","23.125","23.367188","324600","12.187461","NONE","0","0.0189189189189189","-0.00299997866666672","-0.0115684811844051","2.09732824427481","2","NA"
"PPG","1996-01-10","23.1875","23.25","22.75","22.8125","445000","11.898157","NONE","0","0.021978021978022","-0.0161725067385445","-0.00182738133102872","0.370918052988293","3","NA"
"PPG","1996-01-11","22.75","22.8125","22.375","22.75","454800","11.865562","NONE","0","0.0195530726256983","0","0.00703452436287024","0.0220224719101124","4","NA"
"PPG","1996-01-12","22.875","22.875","22.375","22.5","379600","11.735165","NONE","0","0.0223463687150838","-0.0163934426229508","0.0149333155309469","-0.165347405452946","5","NA"
"PPG","1996-01-15","22.625","22.875","22.625","22.6875","354400","11.832955","NONE","0","0.0110497237569061","0.00276243093922652","-0.00606910747602928","-0.0663856691253951","1","NA"
"PPG","1996-01-16","22.6875","22.8125","22.5","22.6875","479200","11.832955","NONE","0","0.0138888888888889","0","0.014370969456509","0.352144469525959","2","NA"
"PPG","1996-01-17","22.625","22.8125","22.5","22.75","757600","11.865562","NONE","0","0.0138888888888889","0.00552486187845304","-0.00892701655795426","0.580968280467446","3","NA"
"PPG","1996-01-18","22.6875","22.6875","22.25","22.3125","1006400","11.637377","NONE","0","0.0196629213483146","-0.0165289256198347","0.0196128430554262","0.328405491024287","4","NA"
"PPG","1996-01-19","21.875","22.0625","21.4375","21.875","1420400","11.409189","DOWN","-0.00842696629213483","0.0291545189504373","0","0.0059023199050098","0.411367249602544","5","NA"
"PPG","1996-01-22","21.9375","22.3125","21.875","22.25","786400","11.604778","NONE","0","0.02","0.0142450142450142","-0.0116789306002492","-0.446353139960574","1","NA"
"PPG","1996-01-23","22.1875","22.4375","22.1875","22.375","554400","11.669971","NONE","0","0.0112676056338028","0.00845070422535211","-0.00944523630251423","-0.295015259409969","2","NA"
"PPG","1996-01-24","22.375","22.6875","22.3125","22.6875","815600","11.832955","NONE","0","0.0168067226890756","0.0139664804469274","-0.00226582564281117","0.471139971139971","3","NA"
"PPG","1996-01-25","22.625","22.75","22.5","22.625","472400","11.800364","NONE","0","0.0111111111111111","0","-0.00472609990326113","-0.420794507111329","4","NA"
"PPG","1996-01-26","22.625","23.25","22.625","23.0625","524800","12.028543","NONE","0","0.0276243093922652","0.0193370165745856","-0.0118982116797269","0.110922946655377","5","NA"
"PPG","1996-01-29","23","23.3125","22.9375","23.1875","729800","12.093741","NONE","0","0.0163487738419619","0.00815217391304348","-0.00396959288136356","0.390625","1","NA"
"PPG","1996-01-30","23.0625","23.3125","22.875","23.3125","541000","12.158937","NONE","0","0.0191256830601093","0.010840108401084","-0.00134016723370979","-0.258701013976432","2","NA"
"PPG","1996-01-31","23.3125","23.375","23.0625","23.375","639400","12.191532","NONE","0","0.013550135501355","0.00268096514745308","0.00663427055267285","0.1818853974122","3","NA"
"PPG","1996-02-01","23.3125","23.375","23.0625","23.1875","375000","12.093741","NONE","0","0.013550135501355","-0.00536193029490617","0.00919829066607803","-0.413512668126368","4","NA"
"PPG","1996-02-02","23.1875","23.3125","22.625","22.875","412600","11.930758","NONE","0","0.0303867403314917","-0.0134770889487871","0.0093734725754505","0.100266666666667","5","NA"
"PPG","1996-02-05","22.875","23.1875","22.6875","23.125","445600","12.061141","NONE","0","0.0220385674931129","0.0109289617486339","-0.00213749571530722","0.0799806107610276","1","NA"
"PPG","1996-02-06","23.125","23.125","22.5625","22.8125","716000","11.898157","NONE","0","0.0249307479224377","-0.0135135135135135","0.0211527322177752","0.606822262118492","2","NA"
"PPG","1996-02-07","22.75","23.375","22.6875","23.375","1076800","12.191532","NONE","0","0.0303030303030303","0.0274725274725275","-0.0219026546439227","0.50391061452514","3","NA"
"PPG","1996-02-08","23.25","23.75","23.125","23.6875","383800","12.354524","NONE","0","0.027027027027027","0.0188172043010753","-0.00937001142471872","-0.643573551263002","4","NA"
"PPG","1996-02-09","23.375","24.125","23.375","23.875","729600","12.452321","NONE","0","0.0320855614973262","0.0213903743315508","-0.0209331243478612","0.900990099009901","5","NA"
"PPG","1996-02-12","23.875","24.5","23.875","24.5","828000","12.778293","NONE","0","0.0261780104712042","0.0261780104712042","-0.0184384473609191","0.134868421052632","1","NA"
"PPG","1996-02-13","24.25","24.4375","24","24.375","1004200","12.713101","NONE","0","0.0182291666666667","0.00515463917525773","-0.00657576243921808","0.21280193236715","2","NA"
"PPG","1996-02-14","24.0625","24.1875","23.625","23.875","674600","12.452321","NONE","0","0.0238095238095238","-0.00779220779220779","0.000328289115184312","-0.328221469826728","3","NA"
"PPG","1996-02-15","23.6875","23.875","23.25","23.3125","489400","12.23581","NONE","0","0.0268817204301075","-0.0158311345646438","0.00933305669537896","-0.274533056626149","4","NA"
"PPG","1996-02-16","23.1875","23.25","22.5625","22.875","1429400","12.006187","NONE","0","0.0304709141274238","-0.0134770889487871","0.00834899989255747","1.92071924805885","5","NA"
"PPG","1996-02-20","22.25","22.5625","22","22.5","1891800","11.809363","NONE","0","0.0255681818181818","0.0112359550561798","-0.0225479650352534","0.323492374422835","2","NA"
"PPG","1996-02-21","22.5","22.75","22.4375","22.6875","2096600","11.907771","NONE","0","0.0139275766016713","0.00833333333333333","0.00329540579241427","0.108256686753357","3","NA"
"PPG","1996-02-22","22.875","23.5625","22.8125","23.5625","718600","12.367029","UP","0.00274725274725275","0.0328767123287671","0.0300546448087432","-0.0134522541306728","-0.65725460269007","4","NA"
"PPG","1996-02-23","23.75","23.875","23.25","23.625","671200","12.399825","NONE","0","0.0268817204301075","-0.00526315789473684","0.00559711655819999","-0.0659615919844141","5","NA"
"PPG","1996-02-26","23.5625","23.75","23.25","23.625","577000","12.399825","NONE","0","0.021505376344086","0.0026525198938992","-0.0157313491371776","-0.140345649582837","1","NA"
"PPG","1996-02-27","23.625","23.625","23.375","23.5","462600","12.334223","NONE","0","0.0106951871657754","-0.00529100529100529","0.000340613428183091","-0.198266897746967","2","NA"
"PPG","1996-02-28","23.5","23.75","23.1875","23.1875","599600","12.170202","NONE","0","0.0242587601078167","-0.0132978723404255","0.00945078310232077","0.296152183311716","3","NA"
"PPG","1996-02-29","23.0625","23.3125","22.8125","23.1875","496200","12.170202","NONE","0","0.0219178082191781","0.00542005420054201","-0.0121203364804955","-0.172448298865911","4","NA"
"PPG","1996-03-01","23.375","23.4375","23.125","23.4375","444800","12.301426","NONE","0","0.0135135135135135","0.00267379679144385","0.00347832294539685","-0.103587263200322","5","NA"
