"Date","GSPC.Open","GSPC.High","GSPC.Low","GSPC.Close","GSPC.Volume","GSPC.Adjusted","spxdailyReturns"
"1985-04-15","180.539993","181.149994","180.449997","180.919998","80660000","180.919998","0.00210482449725133"
"1985-04-16","180.919998","181.779999","180.190002","181.199997","98480000","181.199997","0.00154763985792219"
"1985-04-17","181.199997","181.910004","181.139999","181.679993","96020000","181.679993","0.00264898459131873"
"1985-04-18","181.679993","182.559998","180.75","180.839996","100600000","180.839996","-0.00462349753613202"
"1985-04-19","180.839996","181.25","180.419998","181.110001","81110000","181.110001","0.00149306019670559"
"1985-04-22","181.110001","181.229996","180.25","180.699997","79930000","180.699997","-0.00226383964295829"
"1985-04-23","180.699997","181.970001","180.339996","181.880005","108900000","181.880005","0.00653020486768472"
"1985-04-24","181.880005","182.270004","181.740005","182.259995","99600000","182.259995","0.00208923460278106"
"1985-04-25","182.259995","183.429993","182.119995","183.429993","108600000","183.429993","0.00641939005869057"
"1985-04-26","183.429993","183.610001","182.110001","182.179993","86570000","182.179993","-0.00681458893148407"
"1985-04-29","182.179993","182.339996","180.619995","180.630005","88860000","180.630005","-0.00850800340079047"
"1985-04-30","180.630005","180.630005","178.860001","179.830002","111800000","179.830002","-0.00442895962938164"
"1985-05-01","179.830002","180.039993","178.350006","178.369995","101600000","178.369995","-0.00811881768204628"
"1985-05-02","178.369995","179.009995","178.369995","179.009995","107700000","179.009995","0.00358804741795286"
"1985-05-03","179.009995","180.300003","179.009995","180.080002","94870000","180.080002","0.0059773589737266"
"1985-05-06","180.080002","180.559998","179.820007","179.990005","85650000","179.990005","-0.000499761211686409"
"1985-05-07","179.990005","181.089996","179.869995","180.759995","100200000","180.759995","0.00427795976782159"
"1985-05-08","180.759995","180.759995","179.960007","180.619995","101300000","180.619995","-0.000774507655856124"
"1985-05-09","180.619995","181.970001","180.619995","181.919998","1.11e+08","181.919998","0.00719744787945545"
"1985-05-10","181.919998","184.740005","181.919998","184.279999","140300000","184.279999","0.0129727409077918"
"1985-05-13","184.279999","184.610001","184.190002","184.610001","85830000","184.610001","0.00179076406441704"
"1985-05-14","184.610001","185.169998","183.649994","183.869995","97360000","183.869995","-0.00400848272570034"
"1985-05-15","183.869995","185.429993","183.860001","184.539993","106100000","184.539993","0.00364386804927047"
"1985-05-16","184.539993","185.740005","184.539993","185.660004","99420000","185.660004","0.00606920473872553"
"1985-05-17","185.660004","187.940002","185.470001","187.419998","124600000","187.419998","0.00947966154304298"
"1985-05-20","187.419998","189.979996","187.419998","189.720001","146300000","189.720001","0.0122719188162621"
"1985-05-21","189.720001","189.809998","188.779999","189.639999","130200000","189.639999","-0.000421684585590991"
"1985-05-22","189.639999","189.639999","187.710007","188.559998","101400000","188.559998","-0.00569500635780947"
"1985-05-23","188.559998","188.559998","187.449997","187.600006","1.01e+08","187.600006","-0.00509117527674136"
"1985-05-24","187.600006","188.289993","187.289993","188.289993","85970000","188.289993","0.00367796896552339"
"1985-05-28","188.289993","188.940002","187.380005","187.860001","90600000","187.860001","-0.00228366889365171"
"1985-05-29","187.860001","187.860001","187.110001","187.679993","96540000","187.679993","-0.000958202911965358"
"1985-05-30","187.679993","188.039993","187.089996","187.75","108300000","187.75","0.000373012588507524"
"1985-05-31","187.75","189.589996","187.449997","189.550003","134100000","189.550003","0.0095872330226365"
"1985-06-03","189.550003","190.360001","188.929993","189.320007","1.25e+08","189.320007","-0.00121337903645404"
"1985-06-04","189.320007","190.270004","188.880005","190.039993","115400000","190.039993","0.00380301063479258"
"1985-06-05","190.039993","191.020004","190.039993","190.160004","143900000","190.160004","0.000631503917177985"
"1985-06-06","189.75","191.059998","189.130005","191.059998","117200000","191.059998","0.00690381027667988"
"1985-06-07","191.059998","191.289993","189.550003","189.679993","99630000","189.679993","-0.00722288817358834"
"1985-06-10","189.679993","189.679993","188.820007","189.509995","87940000","189.509995","-0.000896235798574669"
"1985-06-11","189.509995","189.610001","188.779999","189.039993","102100000","189.039993","-0.0024800908258163"
"1985-06-12","189.039993","189.039993","187.589996","187.610001","97700000","187.610001","-0.00756449456703058"
"1985-06-13","187.610001","187.610001","185.029999","185.330002","1.07e+08","185.330002","-0.0121528649210977"
"1985-06-14","185.330002","187.100006","185.330002","187.100006","93090000","187.100006","0.00955055296443584"
"1985-06-17","187.100006","187.100006","185.979996","186.529999","82170000","186.529999","-0.00304653651374016"
"1985-06-18","186.529999","187.649994","186.509995","187.339996","106900000","187.339996","0.00434244895910823"
"1985-06-19","187.339996","187.979996","186.630005","186.630005","108300000","186.630005","-0.00378985275520131"
"1985-06-20","186.630005","186.740005","185.970001","186.729996","87500000","186.729996","0.000535771297868146"
"1985-06-21","186.729996","189.660004","186.429993","189.610001","125400000","189.610001","0.0154233656171664"
"1985-06-24","188.770004","189.610001","187.839996","189.149994","96040000","189.149994","0.00201297871456311"
"1985-06-25","189.149994","190.960007","189.149994","189.740005","115700000","189.740005","0.00311927580605688"
"1985-06-26","189.740005","190.259995","189.440002","190.059998","94130000","190.059998","0.00168648145655952"
"1985-06-27","190.059998","191.360001","190.059998","191.229996","106700000","191.229996","0.00615594029418012"
"1985-06-28","191.229996","191.850006","191.039993","191.850006","105200000","191.850006","0.00324222147659307"
"1985-07-01","191.850006","192.429993","191.169998","192.429993","96080000","192.429993","0.00302312734876844"
"1985-07-02","192.429993","192.630005","191.839996","192.009995","111100000","192.009995","-0.00218260154486412"
"1985-07-03","192.009995","192.080002","191.369995","191.449997","98410000","191.449997","-0.00291650442467856"
"1985-07-05","191.449997","192.669998","191.449997","192.520004","62450000","192.520004","0.00558896326334235"
"1985-07-08","192.470001","192.520004","191.259995","191.929993","83670000","191.929993","-0.00280567359689472"
"1985-07-09","191.929993","191.929993","190.809998","191.050003","99060000","191.050003","-0.00458495301461295"
"1985-07-10","191.050003","192.369995","190.990005","192.369995","108200000","192.369995","0.00690914409459593"
"1985-07-11","192.369995","192.949997","192.279999","192.940002","122800000","192.940002","0.00296307644027336"
"1985-07-12","192.940002","193.320007","192.639999","193.289993","120300000","193.289993","0.00181398878600622"
"1985-07-15","193.289993","193.839996","192.550003","192.720001","103900000","192.720001","-0.00294889554887621"
"1985-07-16","192.720001","194.720001","192.720001","194.720001","132500000","194.720001","0.0103777500499287"
"1985-07-17","194.860001","196.070007","194.720001","195.649994","159900000","195.649994","0.00405415680973943"
"1985-07-18","195.649994","195.649994","194.339996","194.380005","131400000","194.380005","-0.00649112721158571"
"1985-07-19","194.380005","195.130005","194.279999","195.130005","114800000","195.130005","0.00385842154906828"
"1985-07-22","195.130005","195.130005","193.580002","194.350006","93540000","194.350006","-0.00399732988271078"
"1985-07-23","194.350006","194.979996","192.279999","192.550003","143600000","192.550003","-0.00926165651880661"
"1985-07-24","192.550003","192.550003","190.660004","191.580002","128600000","191.580002","-0.00503765767274486"
"1985-07-25","191.580002","192.229996","191.169998","192.059998","123300000","192.059998","0.0025054598339549"
"1985-07-26","192.059998","192.779999","191.580002","192.399994","1.07e+08","192.399994","0.001770259312405"
"1985-07-29","192.399994","192.419998","189.529999","189.600006","95960000","189.600006","-0.0145529526367864"
"1985-07-30","189.619995","190.050003","189.300003","189.929993","102300000","189.929993","0.00163483814035544"
"1985-07-31","189.929993","191.330002","189.929993","190.919998","124200000","190.919998","0.0052124732084837"
"1985-08-01","190.919998","192.169998","190.910004","192.110001","121500000","192.110001","0.00623299294189192"
"1985-08-02","192.110001","192.110001","191.270004","191.479996","87860000","191.479996","-0.00327939720327216"
"1985-08-05","191.479996","191.479996","189.949997","190.619995","79610000","190.619995","-0.00449133600357925"
"1985-08-06","190.619995","190.720001","187.869995","187.929993","1.04e+08","187.929993","-0.01411185641884"
"1985-08-07","187.929993","187.929993","187.389999","187.679993","1e+08","187.679993","-0.0013302826015643"
"1985-08-08","187.679993","188.960007","187.679993","188.949997","102900000","188.949997","0.00676685873491055"
"1985-08-09","188.949997","189.050003","188.110001","188.320007","81750000","188.320007","-0.0033341625297829"
"1985-08-12","188.320007","188.320007","187.429993","187.630005","77340000","187.630005","-0.00366398669473283"
"1985-08-13","187.630005","188.149994","186.509995","187.300003","80300000","187.300003","-0.00175879119120637"
"1985-08-14","187.300003","187.869995","187.300003","187.410004","85780000","187.410004","0.000587298442274892"
"1985-08-15","187.410004","187.740005","186.619995","187.259995","86100000","187.259995","-0.000800432190375403"
"1985-08-16","187.259995","187.259995","186.100006","186.100006","87910000","186.100006","-0.00619453717276878"
"1985-08-19","186.100006","186.820007","186.100006","186.380005","67930000","186.380005","0.00150456201489861"
"1985-08-20","186.380005","188.270004","186.380005","188.080002","91230000","188.080002","0.00912113399717956"
"1985-08-21","188.080002","189.160004","188.080002","189.160004","94880000","189.160004","0.00574224791852128"
"1985-08-22","189.110001","189.229996","187.199997","187.360001","90600000","187.360001","-0.00925387335807798"
"1985-08-23","187.220001","187.350006","186.589996","187.169998","75270000","187.169998","-0.000267081506959311"
"1985-08-26","187.169998","187.440002","186.460007","187.309998","70290000","187.309998","0.000747983124945136"
"1985-08-27","187.309998","188.100006","187.309998","188.100006","82140000","188.100006","0.00421764993025092"
"1985-08-28","188.100006","188.830002","187.899994","188.830002","88530000","188.830002","0.00388089301815333"
"1985-08-29","188.729996","188.940002","188.380005","188.929993","85660000","188.929993","0.00105969906341754"
"1985-08-30","188.929993","189.130005","188","188.630005","81620000","188.630005","-0.00158782623783819"
"1985-09-03","188.630005","188.630005","187.380005","187.910004","81190000","187.910004","-0.00381700143622445"
"1985-09-04","187.910004","187.919998","186.970001","187.369995","85510000","187.369995","-0.00287376397480146"
"1985-09-05","187.369995","187.520004","186.889999","187.270004","94480000","187.270004","-0.000533655348605782"
"1985-09-06","187.270004","188.429993","187.270004","188.240005","95040000","188.240005","0.00517969231206935"
"1985-09-09","188.240005","188.800003","187.899994","188.25","89850000","188.25","5.30971086619102e-05"
"1985-09-10","188.25","188.259995","186.5","186.899994","104700000","186.899994","-0.00717134661354586"
"1985-09-11","186.899994","186.899994","184.789993","185.029999","100400000","185.029999","-0.0100053240237129"
"1985-09-12","185.029999","185.210007","183.490005","183.690002","107100000","183.690002","-0.00724205267925236"
"1985-09-13","183.690002","184.190002","182.050003","182.910004","111400000","182.910004","-0.00424627356691959"
"1985-09-16","182.910004","182.910004","182.449997","182.880005","66700000","182.880005","-0.000164009618631768"
"1985-09-17","182.880005","182.880005","180.779999","181.360001","111900000","181.360001","-0.00831148271239385"
"1985-09-18","181.360001","181.830002","180.809998","181.710007","105700000","181.710007","0.00192989632813235"
"1985-09-19","181.710007","183.399994","181.710007","183.389999","100300000","183.389999","0.00924545669078092"
"1985-09-20","183.389999","183.990005","182.039993","182.050003","101400000","182.050003","-0.00730681066201426"
"1985-09-23","182.050003","184.649994","182.050003","184.300003","104800000","184.300003","0.0123592417628249"
"1985-09-24","184.300003","184.300003","182.419998","182.619995","97870000","182.619995","-0.00911561569535088"
"1985-09-25","182.619995","182.619995","180.619995","180.660004","92120000","180.660004","-0.0107326199412063"
"1985-09-26","180.660004","181.289993","179.449997","181.289993","106100000","181.289993","0.00348715258525082"
"1985-09-30","181.300003","182.080002","181.220001","182.080002","103600000","182.080002","0.00430225585820869"
"1985-10-01","182.059998","185.080002","182.020004","185.070007","130200000","185.070007","0.0165330607111179"
"1985-10-02","185.070007","185.940002","184.059998","184.059998","147300000","184.059998","-0.00545744292320687"
"1985-10-03","184.059998","185.169998","183.589996","184.360001","127500000","184.360001","0.00162991960914834"
"1985-10-04","184.360001","184.360001","182.649994","183.220001","101200000","183.220001","-0.00618355388271025"
"1985-10-07","183.220001","183.220001","181.300003","181.869995","95550000","181.869995","-0.00736822395279873"
"1985-10-08","181.869995","182.300003","181.160004","181.869995","97170000","181.869995","0"
"1985-10-09","181.869995","183.270004","181.869995","182.520004","99140000","182.520004","0.00357403099945107"
"1985-10-10","182.520004","182.789993","182.050003","182.779999","90910000","182.779999","0.00142447399902535"
"1985-10-11","182.779999","184.279999","182.610001","184.279999","96370000","184.279999","0.00820658719885429"
"1985-10-14","184.309998","186.369995","184.279999","186.369995","78540000","186.369995","0.011176805503519"
"1985-10-15","186.369995","187.160004","185.660004","186.080002","110400000","186.080002","-0.00155600690980317"
"1985-10-16","186.080002","187.979996","186.080002","187.979996","117400000","187.979996","0.0102106297268848"
"1985-10-17","187.979996","188.520004","187.419998","187.660004","140500000","187.660004","-0.00170226623475411"
"1985-10-18","187.660004","188.110001","186.889999","187.039993","107100000","187.039993","-0.0033039059297898"
"1985-10-21","187.039993","187.300003","186.789993","186.960007","95680000","186.960007","-0.000427641162283509"
"1985-10-22","186.960007","188.559998","186.960007","188.039993","111300000","188.039993","0.0057765616151267"
"1985-10-23","188.039993","189.089996","188.039993","189.089996","121700000","189.089996","0.00558393447717265"
"1985-10-24","189.089996","189.449997","188.410004","188.5","123100000","188.5","-0.00312018622074546"
"1985-10-25","188.5","188.509995","187.320007","187.520004","101800000","187.520004","-0.00519891777188329"
"1985-10-28","187.520004","187.759995","186.929993","187.759995","97880000","187.759995","0.00127981545904832"
"1985-10-29","187.759995","189.779999","187.759995","189.229996","110600000","189.229996","0.00782914912199479"
"1985-10-30","189.229996","190.089996","189.139999","190.070007","120400000","190.070007","0.0044391006592845"
"1985-10-31","190.070007","190.149994","189.350006","189.820007","121500000","189.820007","-0.00131530483923221"
"1985-11-01","189.820007","191.529999","189.369995","191.529999","129400000","191.529999","0.00900849192361477"
"1985-11-04","191.449997","191.960007","190.660004","191.25","104900000","191.25","-0.00104464352642427"
"1985-11-05","191.25","192.429993","190.990005","192.369995","119200000","192.369995","0.00585618300653589"
"1985-11-06","192.369995","193.009995","191.830002","192.759995","129500000","192.759995","0.0020273431935163"
"1985-11-07","192.779999","192.960007","192.160004","192.619995","1.19e+08","192.619995","-0.000829982367621108"
"1985-11-08","192.619995","193.970001","192.529999","193.720001","1.15e+08","193.720001","0.00571075707898345"
"1985-11-11","193.720001","197.289993","193.699997","197.279999","126500000","197.279999","0.0183770286063544"
"1985-11-12","197.279999","198.660004","196.970001","198.080002","170800000","198.080002","0.00405516526791955"
"1985-11-13","198.080002","198.110001","196.910004","197.100006","109700000","197.100006","-0.0049474757174124"
"1985-11-14","197.100006","199.190002","196.880005","199.059998","124900000","199.059998","0.00994414987486099"
"1985-11-15","199.059998","199.580002","197.899994","198.110001","130200000","198.110001","-0.00477241540010463"
"1985-11-18","198.110001","198.710007","197.509995","198.710007","108400000","198.710007","0.00302865073429574"
"1985-11-19","198.710007","199.520004","198.009995","198.669998","126100000","198.669998","-0.000201343659557104"
"1985-11-20","198.669998","199.199997","198.520004","198.990005","105100000","198.990005","0.00161074648020082"
"1985-11-21","198.990005","201.429993","198.990005","201.410004","150300000","201.410004","0.0121614098155331"
"1985-11-22","201.410004","202.009995","201.050003","201.520004","133800000","201.520004","0.000546149634156274"
"1985-11-25","201.520004","201.520004","200.080002","200.350006","91710000","200.350006","-0.00580586530754531"
"1985-11-26","200.350006","201.160004","200.110001","200.669998","123100000","200.669998","0.00159716491348638"
"1985-11-27","200.669998","202.649994","200.669998","202.539993","143700000","202.539993","0.00931875725637879"
"1985-11-29","202.539993","203.399994","201.919998","202.169998","84060000","202.169998","-0.00182677502116837"
"1985-12-02","202.169998","202.190002","200.199997","200.460007","103500000","200.460007","-0.00845818379045541"
"1985-12-03","200.460007","200.979996","200.100006","200.860001","109700000","200.860001","0.00199538055488555"
"1985-12-04","200.860001","204.229996","200.860001","204.229996","153200000","204.229996","0.0167778302460528"
"1985-12-05","204.229996","205.860001","203.789993","203.880005","1.81e+08","203.880005","-0.00171371006637041"
"1985-12-06","203.880005","203.880005","202.449997","202.990005","125500000","202.990005","-0.00436531282211816"
"1985-12-09","202.990005","204.649994","202.979996","204.25","1.44e+08","204.25","0.00620717754058878"
"1985-12-10","204.25","205.160004","203.679993","204.389999","156500000","204.389999","0.000685429620562981"
"1985-12-11","204.389999","206.679993","204.169998","206.309998","178500000","206.309998","0.00939380111254865"
"1985-12-12","206.309998","207.649994","205.830002","206.729996","170500000","206.729996","0.00203576173753825"
"1985-12-13","206.729996","210.309998","206.729996","209.940002","177900000","209.940002","0.0155275289610125"
"1985-12-16","209.940002","213.080002","209.910004","212.020004","1.76e+08","212.020004","0.00990760207766411"
"1985-12-17","212.020004","212.449997","210.580002","210.649994","155200000","210.649994","-0.00646170160434488"
"1985-12-18","210.649994","211.229996","209.240005","209.809998","137900000","209.809998","-0.00398763837610166"
"1985-12-19","209.809998","210.130005","209.25","210.020004","130200000","210.020004","0.0010009341880838"
"1985-12-20","210.020004","211.770004","210.020004","210.940002","170300000","210.940002","0.00438052558079178"
"1985-12-23","210.570007","210.940002","208.440002","208.570007","107900000","208.570007","-0.00949802884320558"
"1985-12-24","208.570007","208.570007","206.440002","207.139999","78300000","207.139999","-0.00685624947023191"
"1985-12-26","207.139999","207.759995","207.050003","207.649994","62050000","207.649994","0.0024620787991797"
"1985-12-27","207.649994","209.619995","207.649994","209.610001","81560000","209.610001","0.00943899377141335"
"1985-12-30","209.610001","210.699997","209.169998","210.679993","91970000","210.679993","0.00510468009586997"
"1985-12-31","210.679993","211.610001","210.679993","211.279999","112700000","211.279999","0.00284794959149257"
"1986-01-02","211.279999","211.279999","208.929993","209.589996","98960000","209.589996","-0.00799887830366749"
"1986-01-03","209.589996","210.880005","209.509995","210.880005","1.05e+08","210.880005","0.00615491685967682"
"1986-01-06","210.880005","210.979996","209.929993","210.649994","99610000","210.649994","-0.00109071981480662"
"1986-01-07","210.649994","213.800003","210.649994","213.800003","1.53e+08","213.800003","0.0149537578434491"
"1986-01-08","213.800003","214.570007","207.490005","207.970001","180300000","207.970001","-0.027268484182388"
"1986-01-09","207.970001","207.970001","204.509995","206.110001","176500000","206.110001","-0.00894359759126984"
"1986-01-10","206.110001","207.330002","205.520004","205.960007","122800000","205.960007","-0.000727737612305484"
"1986-01-13","205.960007","206.830002","205.520004","206.720001","108700000","206.720001","0.00369000764308581"
"1986-01-14","206.720001","207.369995","206.059998","206.639999","113900000","206.639999","-0.000387006577075275"
"1986-01-15","206.639999","208.270004","206.639999","208.259995","122400000","208.259995","0.00783970193495798"
"1986-01-16","208.259995","209.179993","207.610001","209.169998","130500000","209.169998","0.00436955258737997"
"1986-01-17","209.169998","209.399994","207.589996","208.429993","132100000","208.429993","-0.0035378161642474"
"1986-01-20","208.429993","208.429993","206.619995","207.529999","85340000","207.529999","-0.00431796780802076"
"1986-01-21","207.529999","207.779999","205.050003","205.789993","128300000","205.789993","-0.00838435892827231"
"1986-01-22","205.789993","206.029999","203.410004","203.490005","131200000","203.490005","-0.011176384072281"
"1986-01-23","203.490005","204.429993","202.600006","204.25","130300000","204.25","0.00373480260123834"
"1986-01-24","204.25","206.429993","204.25","206.429993","128900000","206.429993","0.0106731603427172"
"1986-01-27","206.429993","207.690002","206.429993","207.389999","122900000","207.389999","0.00465051607108272"
"1986-01-28","207.419998","209.820007","207.399994","209.809998","145700000","209.809998","0.0115225148155677"
"1986-01-29","209.809998","212.360001","209.809998","210.289993","193800000","210.289993","0.00228776037641449"
"1986-01-30","210.289993","211.539993","209.149994","209.330002","125300000","209.330002","-0.00456508170600397"
"1986-01-31","209.330002","212.419998","209.190002","211.779999","143500000","211.779999","0.0117039935823437"
"1986-02-03","211.779999","214.179993","211.600006","213.960007","145300000","213.960007","0.0102937388341379"
"1986-02-04","213.960007","214.570007","210.820007","212.789993","175700000","212.789993","-0.00546837708787316"
"1986-02-05","212.839996","213.029999","211.210007","212.960007","134300000","212.960007","0.00056385548889024"
"1986-02-06","212.960007","214.509995","212.600006","213.470001","146100000","213.470001","0.00239478767485205"
"1986-02-07","213.470001","215.270004","211.130005","214.559998","144400000","214.559998","0.00510608982477126"
"1986-02-10","214.559998","216.240005","214.470001","216.240005","129900000","216.240005","0.00783001032652876"
"1986-02-11","216.240005","216.669998","215.539993","215.919998","141300000","215.919998","-0.00147986955512697"
"1986-02-12","215.919998","216.279999","215.130005","215.970001","136400000","215.970001","0.000231581143308476"
"1986-02-13","215.970001","217.410004","215.380005","217.399994","136500000","217.399994","0.00662125755141334"
"1986-02-14","217.399994","219.759995","217.220001","219.759995","155600000","219.759995","0.0108555706767867"
"1986-02-18","219.759995","222.449997","219.259995","222.449997","160200000","222.449997","0.012240635516942"
"1986-02-19","222.449997","222.960007","219.729996","219.759995","1.52e+08","219.759995","-0.0120926142336608"
"1986-02-20","219.759995","222.220001","219.220001","222.220001","139700000","222.220001","0.0111940574079463"
"1986-02-21","222.220001","224.619995","222.220001","224.619995","177600000","224.619995","0.0108000809522091"
"1986-02-24","224.580002","225.289993","223.309998","224.339996","144700000","224.339996","-0.0010686882084897"
"1986-02-25","224.339996","224.399994","222.630005","223.789993","1.48e+08","223.789993","-0.00245164932605243"
"1986-02-26","223.720001","224.589996","223.149994","224.039993","1.58e+08","224.039993","0.00143032361241592"
"1986-02-27","224.039993","226.880005","223.410004","226.770004","181700000","226.770004","0.0121853735283771"
