"symbol","date","open","high","low","close","volume","adjusted","vol_change","return","adjusted_return","gap_type","gap_size","range","weekday","month","candle_body_metric","vol_change_lag-10","return_lag-10","adjusted_return_lag-10","range_lag-10","weekday_lag-10","month_lag-10","candle_body_metric_lag-10","vol_change_lag-9","return_lag-9","adjusted_return_lag-9","range_lag-9","weekday_lag-9","month_lag-9","candle_body_metric_lag-9","vol_change_lag-8","return_lag-8","adjusted_return_lag-8","range_lag-8","weekday_lag-8","month_lag-8","candle_body_metric_lag-8","vol_change_lag-7","return_lag-7","adjusted_return_lag-7","range_lag-7","weekday_lag-7","month_lag-7","candle_body_metric_lag-7","vol_change_lag-6","return_lag-6","adjusted_return_lag-6","range_lag-6","weekday_lag-6","month_lag-6","candle_body_metric_lag-6","vol_change_lag-5","return_lag-5","adjusted_return_lag-5","range_lag-5","weekday_lag-5","month_lag-5","candle_body_metric_lag-5","vol_change_lag-4","return_lag-4","adjusted_return_lag-4","range_lag-4","weekday_lag-4","month_lag-4","candle_body_metric_lag-4","vol_change_lag-3","return_lag-3","adjusted_return_lag-3","range_lag-3","weekday_lag-3","month_lag-3","candle_body_metric_lag-3","vol_change_lag-2","return_lag-2","adjusted_return_lag-2","range_lag-2","weekday_lag-2","month_lag-2","candle_body_metric_lag-2","vol_change_lag-1","return_lag-1","adjusted_return_lag-1","range_lag-1","weekday_lag-1","month_lag-1","candle_body_metric_lag-1","vol_change_lag1","return_lag1","adjusted_return_lag1","range_lag1","weekday_lag1","month_lag1","candle_body_metric_lag1","vol_change_lag2","return_lag2","adjusted_return_lag2","range_lag2","weekday_lag2","month_lag2","candle_body_metric_lag2","vol_change_lag3","return_lag3","adjusted_return_lag3","range_lag3","weekday_lag3","month_lag3","candle_body_metric_lag3","vol_change_lag4","return_lag4","adjusted_return_lag4","range_lag4","weekday_lag4","month_lag4","candle_body_metric_lag4","vol_change_lag5","return_lag5","adjusted_return_lag5","range_lag5","weekday_lag5","month_lag5","candle_body_metric_lag5","vol_change_lag6","return_lag6","adjusted_return_lag6","range_lag6","weekday_lag6","month_lag6","candle_body_metric_lag6","vol_change_lag7","return_lag7","adjusted_return_lag7","range_lag7","weekday_lag7","month_lag7","candle_body_metric_lag7","vol_change_lag8","return_lag8","adjusted_return_lag8","range_lag8","weekday_lag8","month_lag8","candle_body_metric_lag8","vol_change_lag9","return_lag9","adjusted_return_lag9","range_lag9","weekday_lag9","month_lag9","candle_body_metric_lag9","vol_change_lag10","return_lag10","adjusted_return_lag10","range_lag10","weekday_lag10","month_lag10","candle_body_metric_lag10"
"BSC","2004-11-02","9.64286","9.64286","9.64286","9.64286","224","9.64286","3","-0.018181670082666","-0.018225941252666","DOWN","-0.018181670082666","0","2","11","0","0","0.0193785325449952","0.0326334725449952","0","3","4","0","-0.5","-0.0785680000000001","-0.0845018290000001","0.0714311111111111","2","4","0.0238133333333333","-0.666666666666667","-0.0651060169776747","-0.0533444069776747","0","3","4","0","3.5","0.151924253258781","0.146379050258781","0.1","2","4","0.06964","-0.846153846153846","0.00192493612319603","-0.00255591587680397","0.0019298532794582","2","4","-0.00192613611935159","12","0.179543101157367","0.176814909157367","0.305086515371546","1","4","0.0995757282382755","1","0.0653754576271186","0.0696807476271186","0","1","12","0","-0.75","-0.086284479597197","-0.091161091597197","0","3","12","0","0.333333333333333","-0.0563692480359147","-0.0555968612359148","0","1","12","0","-0.25","0.108799671466764","0.102903928466764","0.00208567153011593","1","11","0","-0.833333333333333","-0.0434821141616104","-0.0341793841616104","0","4","10","0","-0.625","-0.0799949823935776","-0.0726945273935776","0","3","10","0","0.333333333333333","0.0893270216192475","0.0850569916192475","0","3","9","0","11","0.247277610116029","0.253539971116029","0.0154574943629099","2","8","0.0132422168598442","-0.8","-0.0980384621297135","-0.0994222711297135","0","1","7","0","0.25","0","-0.005399083","0","1","2","0","-0.333333333333333","-0.0285717333333334","-0.0416221833333334","0","2","1","0","5","-0.0277780658435361","-0.0238356608435361","0","4","1","0","-0.75","0.00465190905387575","0.0190777790538757","0","3","1","0","Inf","0.23919184459702","0.23336198759702","0.00934624438822347","2","1","0.00467259882954742"
"BSC","2004-11-22","10.692","10.7143","10.692","10.692","168","10.692","-0.25","0.108799671466764","0.102903928466764","UP","0.108799671466764","0.00208567153011593","1","11","0","0.333333333333333","-0.0874534753983868","-0.0786160083983868","0","2","4","0","0","0.0193785325449952","0.0326334725449952","0","3","4","0","-0.5","-0.0785680000000001","-0.0845018290000001","0.0714311111111111","2","4","0.0238133333333333","-0.666666666666667","-0.0651060169776747","-0.0533444069776747","0","3","4","0","3.5","0.151924253258781","0.146379050258781","0.1","2","4","0.06964","-0.846153846153846","0.00192493612319603","-0.00255591587680397","0.0019298532794582","2","4","-0.00192613611935159","12","0.179543101157367","0.176814909157367","0.305086515371546","1","4","0.0995757282382755","1","0.0653754576271186","0.0696807476271186","0","1","12","0","-0.75","-0.086284479597197","-0.091161091597197","0","3","12","0","0.333333333333333","-0.0563692480359147","-0.0555968612359148","0","1","12","0","3","-0.018181670082666","-0.018225941252666","0","2","11","0","-0.833333333333333","-0.0434821141616104","-0.0341793841616104","0","4","10","0","-0.625","-0.0799949823935776","-0.0726945273935776","0","3","10","0","0.333333333333333","0.0893270216192475","0.0850569916192475","0","3","9","0","11","0.247277610116029","0.253539971116029","0.0154574943629099","2","8","0.0132422168598442","-0.8","-0.0980384621297135","-0.0994222711297135","0","1","7","0","0.25","0","-0.005399083","0","1","2","0","-0.333333333333333","-0.0285717333333334","-0.0416221833333334","0","2","1","0","5","-0.0277780658435361","-0.0238356608435361","0","4","1","0","-0.75","0.00465190905387575","0.0190777790538757","0","3","1","0"
"BSC","2004-12-06","10.0893","10.0893","10.0893","10.0893","224","10.0893","0.333333333333333","-0.0563692480359147","-0.0555968612359148","DOWN","-0.0563692480359147","0","1","12","0","-0.5","0.0416639444480741","0.0347065984480741","0","2","5","0","0.333333333333333","-0.0874534753983868","-0.0786160083983868","0","2","4","0","0","0.0193785325449952","0.0326334725449952","0","3","4","0","-0.5","-0.0785680000000001","-0.0845018290000001","0.0714311111111111","2","4","0.0238133333333333","-0.666666666666667","-0.0651060169776747","-0.0533444069776747","0","3","4","0","3.5","0.151924253258781","0.146379050258781","0.1","2","4","0.06964","-0.846153846153846","0.00192493612319603","-0.00255591587680397","0.0019298532794582","2","4","-0.00192613611935159","12","0.179543101157367","0.176814909157367","0.305086515371546","1","4","0.0995757282382755","1","0.0653754576271186","0.0696807476271186","0","1","12","0","-0.75","-0.086284479597197","-0.091161091597197","0","3","12","0","-0.25","0.108799671466764","0.102903928466764","0.00208567153011593","1","11","0","3","-0.018181670082666","-0.018225941252666","0","2","11","0","-0.833333333333333","-0.0434821141616104","-0.0341793841616104","0","4","10","0","-0.625","-0.0799949823935776","-0.0726945273935776","0","3","10","0","0.333333333333333","0.0893270216192475","0.0850569916192475","0","3","9","0","11","0.247277610116029","0.253539971116029","0.0154574943629099","2","8","0.0132422168598442","-0.8","-0.0980384621297135","-0.0994222711297135","0","1","7","0","0.25","0","-0.005399083","0","1","2","0","-0.333333333333333","-0.0285717333333334","-0.0416221833333334","0","2","1","0","5","-0.0277780658435361","-0.0238356608435361","0","4","1","0"
"BSC","2004-12-08","9.21875","9.21875","9.21875","9.21875","56","9.21875","-0.75","-0.086284479597197","-0.091161091597197","DOWN","-0.086284479597197","0","3","12","0","4.5","0.0280000358400459","0.0314001178400459","0.0800039424050462","3","5","0.0280000358400459","-0.5","0.0416639444480741","0.0347065984480741","0","2","5","0","0.333333333333333","-0.0874534753983868","-0.0786160083983868","0","2","4","0","0","0.0193785325449952","0.0326334725449952","0","3","4","0","-0.5","-0.0785680000000001","-0.0845018290000001","0.0714311111111111","2","4","0.0238133333333333","-0.666666666666667","-0.0651060169776747","-0.0533444069776747","0","3","4","0","3.5","0.151924253258781","0.146379050258781","0.1","2","4","0.06964","-0.846153846153846","0.00192493612319603","-0.00255591587680397","0.0019298532794582","2","4","-0.00192613611935159","12","0.179543101157367","0.176814909157367","0.305086515371546","1","4","0.0995757282382755","1","0.0653754576271186","0.0696807476271186","0","1","12","0","0.333333333333333","-0.0563692480359147","-0.0555968612359148","0","1","12","0","-0.25","0.108799671466764","0.102903928466764","0.00208567153011593","1","11","0","3","-0.018181670082666","-0.018225941252666","0","2","11","0","-0.833333333333333","-0.0434821141616104","-0.0341793841616104","0","4","10","0","-0.625","-0.0799949823935776","-0.0726945273935776","0","3","10","0","0.333333333333333","0.0893270216192475","0.0850569916192475","0","3","9","0","11","0.247277610116029","0.253539971116029","0.0154574943629099","2","8","0.0132422168598442","-0.8","-0.0980384621297135","-0.0994222711297135","0","1","7","0","0.25","0","-0.005399083","0","1","2","0","-0.333333333333333","-0.0285717333333334","-0.0416221833333334","0","2","1","0"
"BSC","2004-12-27","9.82143","9.82143","9.82143","9.82143","112","9.82143","1","0.0653754576271186","0.0696807476271186","UP","0.0653754576271186","0","1","12","0","-0.636363636363636","0.0661454520099014","0.0722183170099014","0","2","5","0","4.5","0.0280000358400459","0.0314001178400459","0.0800039424050462","3","5","0.0280000358400459","-0.5","0.0416639444480741","0.0347065984480741","0","2","5","0","0.333333333333333","-0.0874534753983868","-0.0786160083983868","0","2","4","0","0","0.0193785325449952","0.0326334725449952","0","3","4","0","-0.5","-0.0785680000000001","-0.0845018290000001","0.0714311111111111","2","4","0.0238133333333333","-0.666666666666667","-0.0651060169776747","-0.0533444069776747","0","3","4","0","3.5","0.151924253258781","0.146379050258781","0.1","2","4","0.06964","-0.846153846153846","0.00192493612319603","-0.00255591587680397","0.0019298532794582","2","4","-0.00192613611935159","12","0.179543101157367","0.176814909157367","0.305086515371546","1","4","0.0995757282382755","-0.75","-0.086284479597197","-0.091161091597197","0","3","12","0","0.333333333333333","-0.0563692480359147","-0.0555968612359148","0","1","12","0","-0.25","0.108799671466764","0.102903928466764","0.00208567153011593","1","11","0","3","-0.018181670082666","-0.018225941252666","0","2","11","0","-0.833333333333333","-0.0434821141616104","-0.0341793841616104","0","4","10","0","-0.625","-0.0799949823935776","-0.0726945273935776","0","3","10","0","0.333333333333333","0.0893270216192475","0.0850569916192475","0","3","9","0","11","0.247277610116029","0.253539971116029","0.0154574943629099","2","8","0.0132422168598442","-0.8","-0.0980384621297135","-0.0994222711297135","0","1","7","0","0.25","0","-0.005399083","0","1","2","0"
"BSC","2005-04-04","10.5357","13.75","10.5357","11.5848","1456","11.5848","12","0.179543101157367","0.176814909157367","UP","0.0727256621489947","0.305086515371546","1","4","0.0995757282382755","-0.5","0.0948978507369951","0.0859008127369951","0","3","6","0","-0.636363636363636","0.0661454520099014","0.0722183170099014","0","2","5","0","4.5","0.0280000358400459","0.0314001178400459","0.0800039424050462","3","5","0.0280000358400459","-0.5","0.0416639444480741","0.0347065984480741","0","2","5","0","0.333333333333333","-0.0874534753983868","-0.0786160083983868","0","2","4","0","0","0.0193785325449952","0.0326334725449952","0","3","4","0","-0.5","-0.0785680000000001","-0.0845018290000001","0.0714311111111111","2","4","0.0238133333333333","-0.666666666666667","-0.0651060169776747","-0.0533444069776747","0","3","4","0","3.5","0.151924253258781","0.146379050258781","0.1","2","4","0.06964","-0.846153846153846","0.00192493612319603","-0.00255591587680397","0.0019298532794582","2","4","-0.00192613611935159","1","0.0653754576271186","0.0696807476271186","0","1","12","0","-0.75","-0.086284479597197","-0.091161091597197","0","3","12","0","0.333333333333333","-0.0563692480359147","-0.0555968612359148","0","1","12","0","-0.25","0.108799671466764","0.102903928466764","0.00208567153011593","1","11","0","3","-0.018181670082666","-0.018225941252666","0","2","11","0","-0.833333333333333","-0.0434821141616104","-0.0341793841616104","0","4","10","0","-0.625","-0.0799949823935776","-0.0726945273935776","0","3","10","0","0.333333333333333","0.0893270216192475","0.0850569916192475","0","3","9","0","11","0.247277610116029","0.253539971116029","0.0154574943629099","2","8","0.0132422168598442","-0.8","-0.0980384621297135","-0.0994222711297135","0","1","7","0"
"BSC","2005-04-05","11.6295","11.6295","11.6071","11.6071","224","11.6071","-0.846153846153846","0.00192493612319603","-0.00255591587680397","NONE","0","0.0019298532794582","2","4","-0.00192613611935159","7.5","0.0949980960060929","0.0932762250060929","0.0967751259095474","4","6","0.0596778738809044","-0.5","0.0948978507369951","0.0859008127369951","0","3","6","0","-0.636363636363636","0.0661454520099014","0.0722183170099014","0","2","5","0","4.5","0.0280000358400459","0.0314001178400459","0.0800039424050462","3","5","0.0280000358400459","-0.5","0.0416639444480741","0.0347065984480741","0","2","5","0","0.333333333333333","-0.0874534753983868","-0.0786160083983868","0","2","4","0","0","0.0193785325449952","0.0326334725449952","0","3","4","0","-0.5","-0.0785680000000001","-0.0845018290000001","0.0714311111111111","2","4","0.0238133333333333","-0.666666666666667","-0.0651060169776747","-0.0533444069776747","0","3","4","0","3.5","0.151924253258781","0.146379050258781","0.1","2","4","0.06964","12","0.179543101157367","0.176814909157367","0.305086515371546","1","4","0.0995757282382755","1","0.0653754576271186","0.0696807476271186","0","1","12","0","-0.75","-0.086284479597197","-0.091161091597197","0","3","12","0","0.333333333333333","-0.0563692480359147","-0.0555968612359148","0","1","12","0","-0.25","0.108799671466764","0.102903928466764","0.00208567153011593","1","11","0","3","-0.018181670082666","-0.018225941252666","0","2","11","0","-0.833333333333333","-0.0434821141616104","-0.0341793841616104","0","4","10","0","-0.625","-0.0799949823935776","-0.0726945273935776","0","3","10","0","0.333333333333333","0.0893270216192475","0.0850569916192475","0","3","9","0","11","0.247277610116029","0.253539971116029","0.0154574943629099","2","8","0.0132422168598442"
"BSC","2005-04-12","12.5","13.75","12.5","13.3705","1008","13.3705","3.5","0.151924253258781","0.146379050258781","UP","0.0748527451739112","0.1","2","4","0.06964","-0.941176470588235","-0.0867564029130187","-0.0880021929130187","0","1","6","0","7.5","0.0949980960060929","0.0932762250060929","0.0967751259095474","4","6","0.0596778738809044","-0.5","0.0948978507369951","0.0859008127369951","0","3","6","0","-0.636363636363636","0.0661454520099014","0.0722183170099014","0","2","5","0","4.5","0.0280000358400459","0.0314001178400459","0.0800039424050462","3","5","0.0280000358400459","-0.5","0.0416639444480741","0.0347065984480741","0","2","5","0","0.333333333333333","-0.0874534753983868","-0.0786160083983868","0","2","4","0","0","0.0193785325449952","0.0326334725449952","0","3","4","0","-0.5","-0.0785680000000001","-0.0845018290000001","0.0714311111111111","2","4","0.0238133333333333","-0.666666666666667","-0.0651060169776747","-0.0533444069776747","0","3","4","0","-0.846153846153846","0.00192493612319603","-0.00255591587680397","0.0019298532794582","2","4","-0.00192613611935159","12","0.179543101157367","0.176814909157367","0.305086515371546","1","4","0.0995757282382755","1","0.0653754576271186","0.0696807476271186","0","1","12","0","-0.75","-0.086284479597197","-0.091161091597197","0","3","12","0","0.333333333333333","-0.0563692480359147","-0.0555968612359148","0","1","12","0","-0.25","0.108799671466764","0.102903928466764","0.00208567153011593","1","11","0","3","-0.018181670082666","-0.018225941252666","0","2","11","0","-0.833333333333333","-0.0434821141616104","-0.0341793841616104","0","4","10","0","-0.625","-0.0799949823935776","-0.0726945273935776","0","3","10","0","0.333333333333333","0.0893270216192475","0.0850569916192475","0","3","9","0"
"BSC","2005-04-13","12.5","12.5","12.5","12.5","336","12.5","-0.666666666666667","-0.0651060169776747","-0.0533444069776747","NONE","0","0","3","4","0","1","0.00166506133847048","-0.000908253661529518","0","2","6","0","-0.941176470588235","-0.0867564029130187","-0.0880021929130187","0","1","6","0","7.5","0.0949980960060929","0.0932762250060929","0.0967751259095474","4","6","0.0596778738809044","-0.5","0.0948978507369951","0.0859008127369951","0","3","6","0","-0.636363636363636","0.0661454520099014","0.0722183170099014","0","2","5","0","4.5","0.0280000358400459","0.0314001178400459","0.0800039424050462","3","5","0.0280000358400459","-0.5","0.0416639444480741","0.0347065984480741","0","2","5","0","0.333333333333333","-0.0874534753983868","-0.0786160083983868","0","2","4","0","0","0.0193785325449952","0.0326334725449952","0","3","4","0","-0.5","-0.0785680000000001","-0.0845018290000001","0.0714311111111111","2","4","0.0238133333333333","3.5","0.151924253258781","0.146379050258781","0.1","2","4","0.06964","-0.846153846153846","0.00192493612319603","-0.00255591587680397","0.0019298532794582","2","4","-0.00192613611935159","12","0.179543101157367","0.176814909157367","0.305086515371546","1","4","0.0995757282382755","1","0.0653754576271186","0.0696807476271186","0","1","12","0","-0.75","-0.086284479597197","-0.091161091597197","0","3","12","0","0.333333333333333","-0.0563692480359147","-0.0555968612359148","0","1","12","0","-0.25","0.108799671466764","0.102903928466764","0.00208567153011593","1","11","0","3","-0.018181670082666","-0.018225941252666","0","2","11","0","-0.833333333333333","-0.0434821141616104","-0.0341793841616104","0","4","10","0","-0.625","-0.0799949823935776","-0.0726945273935776","0","3","10","0"
"BSC","2005-04-19","11.25","12.0536","11.25","11.5179","168","11.5179","-0.5","-0.0785680000000001","-0.0845018290000001","DOWN","-0.035712","0.0714311111111111","2","4","0.0238133333333333","1","-0.0016622935178008","-0.0024004174178008","0","3","8","0","1","0.00166506133847048","-0.000908253661529518","0","2","6","0","-0.941176470588235","-0.0867564029130187","-0.0880021929130187","0","1","6","0","7.5","0.0949980960060929","0.0932762250060929","0.0967751259095474","4","6","0.0596778738809044","-0.5","0.0948978507369951","0.0859008127369951","0","3","6","0","-0.636363636363636","0.0661454520099014","0.0722183170099014","0","2","5","0","4.5","0.0280000358400459","0.0314001178400459","0.0800039424050462","3","5","0.0280000358400459","-0.5","0.0416639444480741","0.0347065984480741","0","2","5","0","0.333333333333333","-0.0874534753983868","-0.0786160083983868","0","2","4","0","0","0.0193785325449952","0.0326334725449952","0","3","4","0","-0.666666666666667","-0.0651060169776747","-0.0533444069776747","0","3","4","0","3.5","0.151924253258781","0.146379050258781","0.1","2","4","0.06964","-0.846153846153846","0.00192493612319603","-0.00255591587680397","0.0019298532794582","2","4","-0.00192613611935159","12","0.179543101157367","0.176814909157367","0.305086515371546","1","4","0.0995757282382755","1","0.0653754576271186","0.0696807476271186","0","1","12","0","-0.75","-0.086284479597197","-0.091161091597197","0","3","12","0","0.333333333333333","-0.0563692480359147","-0.0555968612359148","0","1","12","0","-0.25","0.108799671466764","0.102903928466764","0.00208567153011593","1","11","0","3","-0.018181670082666","-0.018225941252666","0","2","11","0","-0.833333333333333","-0.0434821141616104","-0.0341793841616104","0","4","10","0"
