"symbol","date","open","high","low","close","volume","adjusted","vol_change","return","gap_type","gap_size","range","weekday","month","candle_body_metric","vol_change_lag-10","return_lag-10","range_lag-10","weekday_lag-10","month_lag-10","candle_body_metric_lag-10","vol_change_lag-9","return_lag-9","range_lag-9","weekday_lag-9","month_lag-9","candle_body_metric_lag-9","vol_change_lag-8","return_lag-8","range_lag-8","weekday_lag-8","month_lag-8","candle_body_metric_lag-8","vol_change_lag-7","return_lag-7","range_lag-7","weekday_lag-7","month_lag-7","candle_body_metric_lag-7","vol_change_lag-6","return_lag-6","range_lag-6","weekday_lag-6","month_lag-6","candle_body_metric_lag-6","vol_change_lag-5","return_lag-5","range_lag-5","weekday_lag-5","month_lag-5","candle_body_metric_lag-5","vol_change_lag-4","return_lag-4","range_lag-4","weekday_lag-4","month_lag-4","candle_body_metric_lag-4","vol_change_lag-3","return_lag-3","range_lag-3","weekday_lag-3","month_lag-3","candle_body_metric_lag-3","vol_change_lag-2","return_lag-2","range_lag-2","weekday_lag-2","month_lag-2","candle_body_metric_lag-2","vol_change_lag-1","return_lag-1","range_lag-1","weekday_lag-1","month_lag-1","candle_body_metric_lag-1","vol_change_lag1","return_lag1","range_lag1","weekday_lag1","month_lag1","candle_body_metric_lag1","vol_change_lag2","return_lag2","range_lag2","weekday_lag2","month_lag2","candle_body_metric_lag2","vol_change_lag3","return_lag3","range_lag3","weekday_lag3","month_lag3","candle_body_metric_lag3","vol_change_lag4","return_lag4","range_lag4","weekday_lag4","month_lag4","candle_body_metric_lag4","vol_change_lag5","return_lag5","range_lag5","weekday_lag5","month_lag5","candle_body_metric_lag5","vol_change_lag6","return_lag6","range_lag6","weekday_lag6","month_lag6","candle_body_metric_lag6","vol_change_lag7","return_lag7","range_lag7","weekday_lag7","month_lag7","candle_body_metric_lag7","vol_change_lag8","return_lag8","range_lag8","weekday_lag8","month_lag8","candle_body_metric_lag8","vol_change_lag9","return_lag9","range_lag9","weekday_lag9","month_lag9","candle_body_metric_lag9","vol_change_lag10","return_lag10","range_lag10","weekday_lag10","month_lag10","candle_body_metric_lag10"
"NKTR","2018-04-03","99.900002","100.5","96.480003","99.360001","1817300","99.360001","-0.350384271671135","0.00597351440640414","NONE","0","0.041666634276535","2","4","-0.00540541530719893","-0.680470077139436","0.00256764734601854","0.0521097626564865","2","4","-0.0136828015223071","5.63323173547612","-0.0699502388059702","0.254122587887704","1","4","-0.0802007651977731","-0.0314009661835749","-0.0312319072919203","0.0474383315920802","5","4","-0.0403896006763219","-0.335710465323587","0.00943856211263679","0.0213956327548888","4","4","0.0042593900021474","-0.258199612061365","0.000291989493712115","0.02890800853563","3","4","0.00646357843048113","-0.206353649149815","-0.0163714604989409","0.0648985225547667","2","4","-0.027267609526578","-0.419678388694875","0.112708998208938","0.110559676152894","1","4","0.0994736526315789","2.12175952335679","-0.0746253829924018","0.0579064234552419","5","4","-0.00138294680851067","0.313545916243444","-0.00402548854247393","0.0325804723681885","4","4","-0.0124610493335177","-0.339074451108788","0.0250603560279755","0.057722169395307","3","4","0.0481630142670168","0.56986531986532","-0.0704875292586574","0.112790466527031","1","4","-0.0766570433144148","0.257586450247001","0.0119036279991691","0.0345125689677418","4","3","0.00873368174420664","-0.105316327819169","0.00478423108249486","0.0331267538381781","3","3","0.00123955953202399","-0.345022951904388","-0.0235447727136763","0.0355315245727528","2","3","-0.0193299990616496","0.421909914147948","0.0391262038834952","0.0361003674922851","1","3","0.0197217989683861","-0.0754091230359376","-0.0097106237917388","0.0273372601679418","5","3","-0.00856674375365046","0.0539193215677286","-0.0271256373725325","0.0454677069130006","4","3","-0.0160817048158329","-0.489184838284794","-0.00270515865779358","0.0248965985551183","3","3","-0.00474766346579159","0.0733584668551681","0.0208551086400322","0.040465719034794","2","3","0.0185272874109263","0","0.0187233213286124","0.0433556806642651","1","3","0.0187233213286124"
"NKTR","2018-04-04","97.169998","102.25","96.669998","101.849998","1201100","101.849998","-0.339074451108788","0.0250603560279755","NONE","0","0.057722169395307","3","4","0.0481630142670168","-0.215182150949974","-0.0124853058636784","0.0358371697271885","3","4","-0.00814578751942805","-0.680470077139436","0.00256764734601854","0.0521097626564865","2","4","-0.0136828015223071","5.63323173547612","-0.0699502388059702","0.254122587887704","1","4","-0.0802007651977731","-0.0314009661835749","-0.0312319072919203","0.0474383315920802","5","4","-0.0403896006763219","-0.335710465323587","0.00943856211263679","0.0213956327548888","4","4","0.0042593900021474","-0.258199612061365","0.000291989493712115","0.02890800853563","3","4","0.00646357843048113","-0.206353649149815","-0.0163714604989409","0.0648985225547667","2","4","-0.027267609526578","-0.419678388694875","0.112708998208938","0.110559676152894","1","4","0.0994736526315789","2.12175952335679","-0.0746253829924018","0.0579064234552419","5","4","-0.00138294680851067","0.313545916243444","-0.00402548854247393","0.0325804723681885","4","4","-0.0124610493335177","-0.350384271671135","0.00597351440640414","0.041666634276535","2","4","-0.00540541530719893","0.56986531986532","-0.0704875292586574","0.112790466527031","1","4","-0.0766570433144148","0.257586450247001","0.0119036279991691","0.0345125689677418","4","3","0.00873368174420664","-0.105316327819169","0.00478423108249486","0.0331267538381781","3","3","0.00123955953202399","-0.345022951904388","-0.0235447727136763","0.0355315245727528","2","3","-0.0193299990616496","0.421909914147948","0.0391262038834952","0.0361003674922851","1","3","0.0197217989683861","-0.0754091230359376","-0.0097106237917388","0.0273372601679418","5","3","-0.00856674375365046","0.0539193215677286","-0.0271256373725325","0.0454677069130006","4","3","-0.0160817048158329","-0.489184838284794","-0.00270515865779358","0.0248965985551183","3","3","-0.00474766346579159","0.0733584668551681","0.0208551086400322","0.040465719034794","2","3","0.0185272874109263"
"NKTR","2018-04-05","102.720001","103.32","100.059998","101.440002","1577700","101.440002","0.313545916243444","-0.00402548854247393","NONE","0","0.0325804723681885","4","4","-0.0124610493335177","-0.0423098278734037","-0.0258266584630792","0.0292482768960915","4","4","-0.025931938651585","-0.215182150949974","-0.0124853058636784","0.0358371697271885","3","4","-0.00814578751942805","-0.680470077139436","0.00256764734601854","0.0521097626564865","2","4","-0.0136828015223071","5.63323173547612","-0.0699502388059702","0.254122587887704","1","4","-0.0802007651977731","-0.0314009661835749","-0.0312319072919203","0.0474383315920802","5","4","-0.0403896006763219","-0.335710465323587","0.00943856211263679","0.0213956327548888","4","4","0.0042593900021474","-0.258199612061365","0.000291989493712115","0.02890800853563","3","4","0.00646357843048113","-0.206353649149815","-0.0163714604989409","0.0648985225547667","2","4","-0.027267609526578","-0.419678388694875","0.112708998208938","0.110559676152894","1","4","0.0994736526315789","2.12175952335679","-0.0746253829924018","0.0579064234552419","5","4","-0.00138294680851067","-0.339074451108788","0.0250603560279755","0.057722169395307","3","4","0.0481630142670168","-0.350384271671135","0.00597351440640414","0.041666634276535","2","4","-0.00540541530719893","0.56986531986532","-0.0704875292586574","0.112790466527031","1","4","-0.0766570433144148","0.257586450247001","0.0119036279991691","0.0345125689677418","4","3","0.00873368174420664","-0.105316327819169","0.00478423108249486","0.0331267538381781","3","3","0.00123955953202399","-0.345022951904388","-0.0235447727136763","0.0355315245727528","2","3","-0.0193299990616496","0.421909914147948","0.0391262038834952","0.0361003674922851","1","3","0.0197217989683861","-0.0754091230359376","-0.0097106237917388","0.0273372601679418","5","3","-0.00856674375365046","0.0539193215677286","-0.0271256373725325","0.0454677069130006","4","3","-0.0160817048158329","-0.489184838284794","-0.00270515865779358","0.0248965985551183","3","3","-0.00474766346579159"
"NKTR","2018-04-06","94","95","89.800003","93.870003","4925200","93.870003","2.12175952335679","-0.0746253829924018","DOWN","-0.050569639227856","0.0579064234552419","5","4","-0.00138294680851067","0.791454081632653","-0.0437049685256802","0.060723095112635","5","4","-0.0401915052326876","-0.0423098278734037","-0.0258266584630792","0.0292482768960915","4","4","-0.025931938651585","-0.215182150949974","-0.0124853058636784","0.0358371697271885","3","4","-0.00814578751942805","-0.680470077139436","0.00256764734601854","0.0521097626564865","2","4","-0.0136828015223071","5.63323173547612","-0.0699502388059702","0.254122587887704","1","4","-0.0802007651977731","-0.0314009661835749","-0.0312319072919203","0.0474383315920802","5","4","-0.0403896006763219","-0.335710465323587","0.00943856211263679","0.0213956327548888","4","4","0.0042593900021474","-0.258199612061365","0.000291989493712115","0.02890800853563","3","4","0.00646357843048113","-0.206353649149815","-0.0163714604989409","0.0648985225547667","2","4","-0.027267609526578","-0.419678388694875","0.112708998208938","0.110559676152894","1","4","0.0994736526315789","0.313545916243444","-0.00402548854247393","0.0325804723681885","4","4","-0.0124610493335177","-0.339074451108788","0.0250603560279755","0.057722169395307","3","4","0.0481630142670168","-0.350384271671135","0.00597351440640414","0.041666634276535","2","4","-0.00540541530719893","0.56986531986532","-0.0704875292586574","0.112790466527031","1","4","-0.0766570433144148","0.257586450247001","0.0119036279991691","0.0345125689677418","4","3","0.00873368174420664","-0.105316327819169","0.00478423108249486","0.0331267538381781","3","3","0.00123955953202399","-0.345022951904388","-0.0235447727136763","0.0355315245727528","2","3","-0.0193299990616496","0.421909914147948","0.0391262038834952","0.0361003674922851","1","3","0.0197217989683861","-0.0754091230359376","-0.0097106237917388","0.0273372601679418","5","3","-0.00856674375365046","0.0539193215677286","-0.0271256373725325","0.0454677069130006","4","3","-0.0160817048158329"
"NKTR","2018-04-09","95","105.169998","94.699997","104.449997","2858200","104.449997","-0.419678388694875","0.112708998208938","NONE","0","0.110559676152894","1","4","0.0994736526315789","-0.0743713388782808","-0.00881570593684846","0.0580927529156894","1","4","-0.0155530639785808","0.791454081632653","-0.0437049685256802","0.060723095112635","5","4","-0.0401915052326876","-0.0423098278734037","-0.0258266584630792","0.0292482768960915","4","4","-0.025931938651585","-0.215182150949974","-0.0124853058636784","0.0358371697271885","3","4","-0.00814578751942805","-0.680470077139436","0.00256764734601854","0.0521097626564865","2","4","-0.0136828015223071","5.63323173547612","-0.0699502388059702","0.254122587887704","1","4","-0.0802007651977731","-0.0314009661835749","-0.0312319072919203","0.0474383315920802","5","4","-0.0403896006763219","-0.335710465323587","0.00943856211263679","0.0213956327548888","4","4","0.0042593900021474","-0.258199612061365","0.000291989493712115","0.02890800853563","3","4","0.00646357843048113","-0.206353649149815","-0.0163714604989409","0.0648985225547667","2","4","-0.027267609526578","2.12175952335679","-0.0746253829924018","0.0579064234552419","5","4","-0.00138294680851067","0.313545916243444","-0.00402548854247393","0.0325804723681885","4","4","-0.0124610493335177","-0.339074451108788","0.0250603560279755","0.057722169395307","3","4","0.0481630142670168","-0.350384271671135","0.00597351440640414","0.041666634276535","2","4","-0.00540541530719893","0.56986531986532","-0.0704875292586574","0.112790466527031","1","4","-0.0766570433144148","0.257586450247001","0.0119036279991691","0.0345125689677418","4","3","0.00873368174420664","-0.105316327819169","0.00478423108249486","0.0331267538381781","3","3","0.00123955953202399","-0.345022951904388","-0.0235447727136763","0.0355315245727528","2","3","-0.0193299990616496","0.421909914147948","0.0391262038834952","0.0361003674922851","1","3","0.0197217989683861","-0.0754091230359376","-0.0097106237917388","0.0273372601679418","5","3","-0.00856674375365046"
"NKTR","2018-04-10","105.620003","106","99.540001","102.739998","2268400","102.739998","-0.206353649149815","-0.0163714604989409","NONE","0","0.0648985225547667","2","4","-0.027267609526578","-0.294884794237964","-0.0110005270099658","0.0474356139522181","2","4","-0.0189226493954336","-0.0743713388782808","-0.00881570593684846","0.0580927529156894","1","4","-0.0155530639785808","0.791454081632653","-0.0437049685256802","0.060723095112635","5","4","-0.0401915052326876","-0.0423098278734037","-0.0258266584630792","0.0292482768960915","4","4","-0.025931938651585","-0.215182150949974","-0.0124853058636784","0.0358371697271885","3","4","-0.00814578751942805","-0.680470077139436","0.00256764734601854","0.0521097626564865","2","4","-0.0136828015223071","5.63323173547612","-0.0699502388059702","0.254122587887704","1","4","-0.0802007651977731","-0.0314009661835749","-0.0312319072919203","0.0474383315920802","5","4","-0.0403896006763219","-0.335710465323587","0.00943856211263679","0.0213956327548888","4","4","0.0042593900021474","-0.258199612061365","0.000291989493712115","0.02890800853563","3","4","0.00646357843048113","-0.419678388694875","0.112708998208938","0.110559676152894","1","4","0.0994736526315789","2.12175952335679","-0.0746253829924018","0.0579064234552419","5","4","-0.00138294680851067","0.313545916243444","-0.00402548854247393","0.0325804723681885","4","4","-0.0124610493335177","-0.339074451108788","0.0250603560279755","0.057722169395307","3","4","0.0481630142670168","-0.350384271671135","0.00597351440640414","0.041666634276535","2","4","-0.00540541530719893","0.56986531986532","-0.0704875292586574","0.112790466527031","1","4","-0.0766570433144148","0.257586450247001","0.0119036279991691","0.0345125689677418","4","3","0.00873368174420664","-0.105316327819169","0.00478423108249486","0.0331267538381781","3","3","0.00123955953202399","-0.345022951904388","-0.0235447727136763","0.0355315245727528","2","3","-0.0193299990616496","0.421909914147948","0.0391262038834952","0.0361003674922851","1","3","0.0197217989683861"
"NKTR","2018-04-11","102.110001","103.93","101.010002","102.769997","1682700","102.769997","-0.258199612061365","0.000291989493712115","NONE","0","0.02890800853563","3","4","0.00646357843048113","0.292507561858482","-0.0227192752876754","0.0912413129487413","3","4","-0.0210976287389725","-0.294884794237964","-0.0110005270099658","0.0474356139522181","2","4","-0.0189226493954336","-0.0743713388782808","-0.00881570593684846","0.0580927529156894","1","4","-0.0155530639785808","0.791454081632653","-0.0437049685256802","0.060723095112635","5","4","-0.0401915052326876","-0.0423098278734037","-0.0258266584630792","0.0292482768960915","4","4","-0.025931938651585","-0.215182150949974","-0.0124853058636784","0.0358371697271885","3","4","-0.00814578751942805","-0.680470077139436","0.00256764734601854","0.0521097626564865","2","4","-0.0136828015223071","5.63323173547612","-0.0699502388059702","0.254122587887704","1","4","-0.0802007651977731","-0.0314009661835749","-0.0312319072919203","0.0474383315920802","5","4","-0.0403896006763219","-0.335710465323587","0.00943856211263679","0.0213956327548888","4","4","0.0042593900021474","-0.206353649149815","-0.0163714604989409","0.0648985225547667","2","4","-0.027267609526578","-0.419678388694875","0.112708998208938","0.110559676152894","1","4","0.0994736526315789","2.12175952335679","-0.0746253829924018","0.0579064234552419","5","4","-0.00138294680851067","0.313545916243444","-0.00402548854247393","0.0325804723681885","4","4","-0.0124610493335177","-0.339074451108788","0.0250603560279755","0.057722169395307","3","4","0.0481630142670168","-0.350384271671135","0.00597351440640414","0.041666634276535","2","4","-0.00540541530719893","0.56986531986532","-0.0704875292586574","0.112790466527031","1","4","-0.0766570433144148","0.257586450247001","0.0119036279991691","0.0345125689677418","4","3","0.00873368174420664","-0.105316327819169","0.00478423108249486","0.0331267538381781","3","3","0.00123955953202399","-0.345022951904388","-0.0235447727136763","0.0355315245727528","2","3","-0.0193299990616496"
"NKTR","2018-04-12","103.300003","104.07","101.889999","103.739998","1117800","103.739998","-0.335710465323587","0.00943856211263679","NONE","0","0.0213956327548888","4","4","0.0042593900021474","-0.317693547149543","0.0193728790106735","0.0500000634236477","4","4","0.0120206752729733","0.292507561858482","-0.0227192752876754","0.0912413129487413","3","4","-0.0210976287389725","-0.294884794237964","-0.0110005270099658","0.0474356139522181","2","4","-0.0189226493954336","-0.0743713388782808","-0.00881570593684846","0.0580927529156894","1","4","-0.0155530639785808","0.791454081632653","-0.0437049685256802","0.060723095112635","5","4","-0.0401915052326876","-0.0423098278734037","-0.0258266584630792","0.0292482768960915","4","4","-0.025931938651585","-0.215182150949974","-0.0124853058636784","0.0358371697271885","3","4","-0.00814578751942805","-0.680470077139436","0.00256764734601854","0.0521097626564865","2","4","-0.0136828015223071","5.63323173547612","-0.0699502388059702","0.254122587887704","1","4","-0.0802007651977731","-0.0314009661835749","-0.0312319072919203","0.0474383315920802","5","4","-0.0403896006763219","-0.258199612061365","0.000291989493712115","0.02890800853563","3","4","0.00646357843048113","-0.206353649149815","-0.0163714604989409","0.0648985225547667","2","4","-0.027267609526578","-0.419678388694875","0.112708998208938","0.110559676152894","1","4","0.0994736526315789","2.12175952335679","-0.0746253829924018","0.0579064234552419","5","4","-0.00138294680851067","0.313545916243444","-0.00402548854247393","0.0325804723681885","4","4","-0.0124610493335177","-0.339074451108788","0.0250603560279755","0.057722169395307","3","4","0.0481630142670168","-0.350384271671135","0.00597351440640414","0.041666634276535","2","4","-0.00540541530719893","0.56986531986532","-0.0704875292586574","0.112790466527031","1","4","-0.0766570433144148","0.257586450247001","0.0119036279991691","0.0345125689677418","4","3","0.00873368174420664","-0.105316327819169","0.00478423108249486","0.0331267538381781","3","3","0.00123955953202399"
"NKTR","2018-04-13","104.730003","104.879997","100.129997","100.5","1082700","100.5","-0.0314009661835749","-0.0312319072919203","NONE","0","0.0474383315920802","5","4","-0.0403896006763219","-0.363002530222097","-0.00629526057025163","0.0312614242430262","5","4","-0.00297938252988285","-0.317693547149543","0.0193728790106735","0.0500000634236477","4","4","0.0120206752729733","0.292507561858482","-0.0227192752876754","0.0912413129487413","3","4","-0.0210976287389725","-0.294884794237964","-0.0110005270099658","0.0474356139522181","2","4","-0.0189226493954336","-0.0743713388782808","-0.00881570593684846","0.0580927529156894","1","4","-0.0155530639785808","0.791454081632653","-0.0437049685256802","0.060723095112635","5","4","-0.0401915052326876","-0.0423098278734037","-0.0258266584630792","0.0292482768960915","4","4","-0.025931938651585","-0.215182150949974","-0.0124853058636784","0.0358371697271885","3","4","-0.00814578751942805","-0.680470077139436","0.00256764734601854","0.0521097626564865","2","4","-0.0136828015223071","5.63323173547612","-0.0699502388059702","0.254122587887704","1","4","-0.0802007651977731","-0.335710465323587","0.00943856211263679","0.0213956327548888","4","4","0.0042593900021474","-0.258199612061365","0.000291989493712115","0.02890800853563","3","4","0.00646357843048113","-0.206353649149815","-0.0163714604989409","0.0648985225547667","2","4","-0.027267609526578","-0.419678388694875","0.112708998208938","0.110559676152894","1","4","0.0994736526315789","2.12175952335679","-0.0746253829924018","0.0579064234552419","5","4","-0.00138294680851067","0.313545916243444","-0.00402548854247393","0.0325804723681885","4","4","-0.0124610493335177","-0.339074451108788","0.0250603560279755","0.057722169395307","3","4","0.0481630142670168","-0.350384271671135","0.00597351440640414","0.041666634276535","2","4","-0.00540541530719893","0.56986531986532","-0.0704875292586574","0.112790466527031","1","4","-0.0766570433144148","0.257586450247001","0.0119036279991691","0.0345125689677418","4","3","0.00873368174420664"
"NKTR","2018-04-16","101.620003","101.910004","81.260002","93.470001","7181800","93.470001","5.63323173547612","-0.0699502388059702","NONE","0","0.254122587887704","1","4","-0.0802007651977731","0.425103716126754","0","0.0524778419266228","1","4","0.00795185542168676","-0.363002530222097","-0.00629526057025163","0.0312614242430262","5","4","-0.00297938252988285","-0.317693547149543","0.0193728790106735","0.0500000634236477","4","4","0.0120206752729733","0.292507561858482","-0.0227192752876754","0.0912413129487413","3","4","-0.0210976287389725","-0.294884794237964","-0.0110005270099658","0.0474356139522181","2","4","-0.0189226493954336","-0.0743713388782808","-0.00881570593684846","0.0580927529156894","1","4","-0.0155530639785808","0.791454081632653","-0.0437049685256802","0.060723095112635","5","4","-0.0401915052326876","-0.0423098278734037","-0.0258266584630792","0.0292482768960915","4","4","-0.025931938651585","-0.215182150949974","-0.0124853058636784","0.0358371697271885","3","4","-0.00814578751942805","-0.680470077139436","0.00256764734601854","0.0521097626564865","2","4","-0.0136828015223071","-0.0314009661835749","-0.0312319072919203","0.0474383315920802","5","4","-0.0403896006763219","-0.335710465323587","0.00943856211263679","0.0213956327548888","4","4","0.0042593900021474","-0.258199612061365","0.000291989493712115","0.02890800853563","3","4","0.00646357843048113","-0.206353649149815","-0.0163714604989409","0.0648985225547667","2","4","-0.027267609526578","-0.419678388694875","0.112708998208938","0.110559676152894","1","4","0.0994736526315789","2.12175952335679","-0.0746253829924018","0.0579064234552419","5","4","-0.00138294680851067","0.313545916243444","-0.00402548854247393","0.0325804723681885","4","4","-0.0124610493335177","-0.339074451108788","0.0250603560279755","0.057722169395307","3","4","0.0481630142670168","-0.350384271671135","0.00597351440640414","0.041666634276535","2","4","-0.00540541530719893","0.56986531986532","-0.0704875292586574","0.112790466527031","1","4","-0.0766570433144148"
