"symbol","date","open","high","low","close","volume","adjusted"
"AAP",2015-07-09,161.289993,162.660004,160.690002,162.070007,1908300,154.660553
"AAP",2015-07-10,163.949997,164.979996,162.960007,164.110001,506000,156.6073
"AAP",2015-07-13,165.050003,169.330002,164.979996,169.309998,1609200,161.569534
"AAP",2015-07-14,169.389999,169.899994,167.059998,167.210007,829200,159.565536
"AAP",2015-07-15,167.210007,169.130005,166.460007,168.470001,644700,160.767914
"AAP",2015-07-16,168.910004,169.820007,168.270004,169.360001,572400,161.617233
"AAP",2015-07-17,169.070007,169.869995,168.059998,169.699997,522700,161.941666
"AAP",2015-07-20,169.699997,170,168.240005,168.690002,480600,160.977859
"AAP",2015-07-21,168.539993,168.929993,166.550003,167.529999,525700,159.870911
"AAP",2015-07-22,167.479996,169.839996,166.839996,168.220001,1013000,160.529388
"AAP",2015-07-23,169.050003,171.089996,168.25,168.389999,589400,160.691544
"AAP",2015-07-24,168.660004,170.059998,167.800003,168.309998,529500,160.615311
"AAP",2015-07-27,167.529999,169.179993,166.5,168.339996,586400,160.643906
"AAP",2015-07-28,169.080002,170.740005,167.690002,170.300003,411100,162.514297
"AAP",2015-07-29,170.649994,173.610001,169.880005,173.059998,838000,165.148056
"AAP",2015-07-30,172.979996,173.679993,170.910004,172.539993,509700,164.651871
"AAP",2015-07-31,173.440002,175,172.059998,174.210007,644400,166.245499
"AAP",2015-08-03,174.929993,175.110001,172.220001,173.809998,472300,165.863815
"AAP",2015-08-04,174.300003,176.100006,173.699997,175.100006,474700,167.094849
"AAP",2015-08-05,175.520004,177.220001,174.089996,175.270004,810400,167.257065
"AAP",2015-08-06,175.589996,175.779999,171.360001,172.740005,596800,164.842682
"AAP",2015-08-07,172.759995,174.029999,171.539993,173.75,534500,165.806519
"AAP",2015-08-10,174.869995,175.320007,172.919998,173.660004,937500,165.720688
"AAP",2015-08-11,172.740005,173.729996,171.559998,171.919998,2067300,164.060196
"AAP",2015-08-12,170.690002,172.580002,169.399994,172,2965500,164.136551
"AAP",2015-08-13,173.899994,192.270004,173,187.789993,3745800,179.204666
"AAP",2015-08-14,188.490005,190.139999,186.759995,187.029999,1252700,178.479416
"AAP",2015-08-17,187.240005,188.059998,183.119995,184.690002,1580600,176.246429
"AAP",2015-08-18,186.220001,186.270004,183.589996,185.770004,1508100,177.277023
"AAP",2015-08-19,185.279999,188.5,184.389999,187.839996,912100,179.252365
"AAP",2015-08-20,187.479996,187.649994,184.369995,184.449997,591500,176.017349
"AAP",2015-08-21,182.130005,183.929993,177.229996,177.539993,1392500,169.423309
"AAP",2015-08-24,173.259995,178.699997,151.300003,173.75,1459800,165.806519
"AAP",2015-08-25,177.490005,179.130005,171.139999,171.220001,1044000,163.392181
"AAP",2015-08-26,173.940002,174.470001,169.130005,171.460007,2015800,163.621262
